Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
[0.0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999998, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999995];[0.0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999998, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999995];[0.0, 0.005415294117647059, 0.028854117647058825, 0.07997882352941177, 0.1352435294117647, 0.19222882352941179, 0.24956, 0.30688941176470586, 0.33469470588235295, 0.3919105882352941, 0.43545411764705877, 0.46348588235294114, 0.48358235294117646, 0.515284705882353, 0.5346293333333333];[0.0, 0.009461764705882354, 0.060218235294117656, 0.13173058823529413, 0.19205529411764707, 0.2354188235294118, 0.2909011764705883, 0.3438423529411765, 0.3857164705882353, 0.41085705882352946, 0.44984, 0.4949317647058824, 0.5571029411764705, 0.6168482352941177, 0.6599993333333333]
