Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
[0.0, 0.0, 1.0999999999999999, 2.1999999999999997, 3.3, 4.3999999999999995, 5.5, 6.6, 7.700000000000001, 8.799999999999999, 9.9, 10.999999999999998, 12.099999999999996, 13.2, 14.3];[0.0, 0.0, 1.0999999999999999, 2.1999999999999997, 3.3, 4.3999999999999995, 5.5, 6.6, 7.700000000000001, 8.799999999999999, 9.9, 10.999999999999998, 12.099999999999996, 13.2, 14.3];[0.0, 0.004893, 0.028727999999999997, 0.07521199999999999, 0.129315, 0.176383, 0.22638600000000003, 0.269551, 0.3002140000000001, 0.34865300000000005, 0.39435800000000004, 0.437523, 0.47950499999999996, 0.522648, 0.565423];[0.0, 0.0023639999999999993, 0.024916, 0.05510999999999999, 0.10589, 0.148633, 0.196483, 0.25530200000000003, 0.29962, 0.347454, 0.3962820000000001, 0.44452099999999994, 0.5056970000000001, 0.5703940000000001, 0.617453]
