Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
[0.0, 0.0, 1.0999999999999999, 2.1999999999999997, 3.299999999999999, 4.3999999999999995, 5.5, 6.599999999999998, 7.700000000000002, 8.799999999999999, 9.900000000000002, 10.999999999999998, 12.099999999999996, 13.199999999999996, 14.300000000000004];[0.0, 0.0, 1.0999999999999999, 2.1999999999999997, 3.299999999999999, 4.3999999999999995, 5.5, 6.599999999999998, 7.700000000000002, 8.799999999999999, 9.900000000000002, 10.999999999999998, 12.099999999999996, 13.199999999999996, 14.300000000000004];[0.0, 0.005349333333333333, 0.05027533333333334, 0.11004533333333333, 0.16473199999999996, 0.21356133333333333, 0.25926400000000005, 0.30054, 0.33739066666666667, 0.3764533333333333, 0.41903133333333326, 0.458746, 0.5030033333333334, 0.5510353333333333, 0.5950446666666668];[0.0, 0.001833333333333333, 0.027333333333333334, 0.08014, 0.14720066666666665, 0.21452066666666667, 0.2758273333333333, 0.32027200000000006, 0.3507313333333334, 0.374654, 0.40563266666666664, 0.4449800000000001, 0.49347133333333343, 0.5490233333333332, 0.6065386666666667]
