Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
[0.0, 0.0, 1.1000000000000003, 2.2000000000000006, 3.2999999999999985, 4.400000000000001, 5.5, 6.599999999999997, 7.699999999999998, 8.800000000000002, 9.900000000000004, 10.999999999999998, 12.099999999999998, 13.199999999999994, 14.300000000000006];[0.0, 0.0, 1.1000000000000003, 2.2000000000000006, 3.2999999999999985, 4.400000000000001, 5.5, 6.599999999999997, 7.699999999999998, 8.800000000000002, 9.900000000000004, 10.999999999999998, 12.099999999999998, 13.199999999999994, 14.300000000000006];[0.0, 0.005110000000000001, 0.030671739130434784, 0.07559304347826087, 0.1182239130434783, 0.1689208695652174, 0.23278, 0.2928178260869565, 0.3204178260869565, 0.3828330434782609, 0.42300130434782607, 0.4593439130434782, 0.4808230434782609, 0.5066313043478261, 0.5296330434782608];[0.0, 0.0023091304347826083, 0.05167260869565217, 0.12354260869565215, 0.18125826086956523, 0.22379434782608698, 0.2775908695652175, 0.3293382608695653, 0.37196956521739133, 0.3970304347826087, 0.4288278260869566, 0.47093999999999986, 0.5269478260869563, 0.5862808695652173, 0.6415178260869565]
