Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
[0.0, 0.0, 1.1000000000000003, 2.2000000000000006, 3.2999999999999985, 4.400000000000001, 5.5, 6.599999999999997, 7.699999999999999, 8.800000000000002, 9.900000000000004, 10.999999999999998, 12.099999999999996, 13.199999999999994, 14.300000000000006];[0.0, 0.0, 1.1000000000000003, 2.2000000000000006, 3.2999999999999985, 4.400000000000001, 5.5, 6.599999999999997, 7.699999999999999, 8.800000000000002, 9.900000000000004, 10.999999999999998, 12.099999999999996, 13.199999999999994, 14.300000000000006];[0.0, 0.00640409090909091, 0.05026363636363637, 0.10850545454545454, 0.1618613636363636, 0.21255409090909086, 0.2571213636363636, 0.29964681818181815, 0.33515954545454546, 0.37457727272727276, 0.4141722727272727, 0.4531472727272728, 0.49344227272727287, 0.5397686363636365, 0.5799822727272729];[0.0, 0.002410454545454545, 0.028354999999999998, 0.07870772727272726, 0.14243363636363637, 0.21302318181818183, 0.2741631818181819, 0.32256045454545457, 0.35393363636363645, 0.37960363636363625, 0.4086554545454545, 0.44617909090909097, 0.4913609090909091, 0.5419840909090907, 0.5951004545454546]
